displayName,__typename,TxCodeGroup.groupName,TxCodePrice.supplyPrice,TxCodePrice.taxItemType
"면역조직화학염색(항체2종 추가)_네오딘_조직,미염색코팅슬라이드(포르말린고정,실온)",TxCode,외부의뢰,163637,2
"특수염색_네오딘_조직,미염색코팅슬라이드(포르말린고정,실온)",TxCode,외부의뢰,80000,2
"앤텍(Antech) 조직병리검사 (기본, 첫번째검체)_네오딘",TxCode,외부의뢰,200000,2
앤텍(Antech) 조직병리검사 (두번째검체 추가)_네오딘,TxCode,외부의뢰,90910,2
앤텍(Antech) 조직병리검사 (세번째검체 추가)_네오딘,TxCode,외부의뢰,60000,2
앤텍(Antech) 조직병리검사 (네번째검체 추가)_네오딘,TxCode,외부의뢰,50000,2
앤텍(Antech) 조직병리검사 (다섯번째검체 추가)_네오딘,TxCode,외부의뢰,40000,2
Cytology_네오딘,TxCode,외부의뢰,80000,2
결석정량검사_네오딘_결석,TxCode,외부의뢰,80000,2
"종합(호기,혐기,곰팡이,항생제)_네오딘_뇨(2ml),피부,체액",TxCode,외부의뢰,100000,2
"호기성SET(배양,항생제)_네오딘_뇨(2ml),피부,체액",TxCode,외부의뢰,60000,2
"혐기성SET(배양,항생제)_네오딘_뇨(2ml),피부,체액",TxCode,외부의뢰,60000,2
혐기성배양(개별)_네오딘_체액,TxCode,외부의뢰,50000,2
혐기성배양(추가)_네오딘_체액,TxCode,외부의뢰,20000,2
"곰팡이배양(개별)_네오딘_피부,뇨,체액(소량가능)",TxCode,외부의뢰,50000,2
"곰팡이배양(추가)_네오딘_피부,뇨,체액(소량가능)",TxCode,외부의뢰,20000,2
"추가 분리균주(3rd) 항생제_네오딘_피부,뇨(2ml),체액",TxCode,외부의뢰,30000,2
"3주내 재검(배양)(set 검사만 진행)_네오딘_피부,뇨(2ml),체액",TxCode,외부의뢰,50000,2
"혈액배양(전용용기)_네오딘_전혈(전용용기, 1~3ml)",TxCode,외부의뢰,90910,2
"Breed identification_네오딘_전혈EDTA1ml,구강swab(전용솔)",TxCode,외부의뢰,400000,2
"유전질환&형질검사 SET_네오딘_전혈EDTA1ml,구강swab(전용솔)",TxCode,외부의뢰,500000,2
"유전질환검사(1종)_네오딘_전혈EDTA1ml,구강swab(전용솔)",TxCode,외부의뢰,100000,2
"유전질환검사(2종)_네오딘_전혈EDTA1ml,구강swab(전용솔)",TxCode,외부의뢰,140910,2
"유전질환검사(3종)_네오딘_전혈EDTA1ml,구강swab(전용솔)",TxCode,외부의뢰,172728,2
"유전질환검사(4종)_네오딘_전혈EDTA1ml,구강swab(전용솔)",TxCode,외부의뢰,200000,2
"유전질환검사(specific)_네오딘_전혈EDTA1ml,구강swab(전용솔)",TxCode,외부의뢰,140910,2
"친자확인검사_네오딘_전혈EDTA1ml,구강swab(전용솔)",TxCode,외부의뢰,140910,2
"개 건강진단 Panel 25종_네오딘_전혈(EDTA1ml),호흡기swab,분변",TxCode,외부의뢰,163637,2
개 Vector-borne Panel 11종_네오딘_전혈(EDTA1ml),TxCode,외부의뢰,118182,2
개 소화기 Panel 15종_네오딘_분변,TxCode,외부의뢰,131819,2
개 호흡기 Panel 12종_네오딘_호흡기swab,TxCode,외부의뢰,118182,2
개 신경계 Panel 7종_네오딘_CSF0.5ml,TxCode,외부의뢰,100000,2
"고양이 건강진단 Panel 22종_네오딘_전혈(EDTA1ml),호흡기swab,분변",TxCode,외부의뢰,163637,2
고양이 Fever Panel 15종_네오딘_전혈EDTA1ml,TxCode,외부의뢰,140910,2
고양이 Vector-borne Anemia Panel 14종_네오딘_전혈(EDTA1ml),TxCode,외부의뢰,122728,2
고양이 소화기 Panel 16종_네오딘_분변,TxCode,외부의뢰,140910,2
고양이 호흡기 Panel 11종_네오딘_호흡기swab,TxCode,외부의뢰,122728,2
고양이 신경계 Panel 8종_네오딘_CSF0.5ml,TxCode,외부의뢰,100000,2
PCR-1항목_네오딘,TxCode,외부의뢰,70000,2
FIP 특수검사_네오딘_흉수복수2ml,TxCode,외부의뢰,80000,2
영양컨설팅_네오딘,TxCode,외부의뢰,200000,2
영양컨설팅_네오딘,TxCode,외부의뢰,500000,2
단백질전기영동(Protein electrophoresis)_IDEXX_혈청1ml,TxCode,외부의뢰,100000,2
벤 존스 단백질(Bence-Joens Protein)_IDEXX_소변5ml,TxCode,외부의뢰,70000,2
"다중약제내성(MDR1)_보더콜리,셔틀랜드쉽독,래브라도리트리버",TxCode,외부의뢰,60000,2
"종양_특수검사_lymphoma phenotyping_경상대_전혈EDTA1ml,FNA부유액",TxCode,외부의뢰,272728,2
개 항체가 8종 SET_KVL_혈청0.5ml,TxCode,외부의뢰,63637,2
비타민B1(Thiamine)_네오딘_전혈EDTA2ml,TxCode,외부의뢰,90910,2
BRAF_펫온코케어_소변 10ml,TxCode,외부의뢰,363637,2
 망막전위도검사(ERG)_안과,TxCode,부속검사,200000,2
안압검사(Tonovet)_안과,TxCode,부속검사,20000,2
"안과3종(눈물량,안압,형광염색)_안과",TxCode,부속검사,50000,2
"현미경검사_도말,직접",TxCode,부속검사,20000,2
현미경검사_심장사상충(HW)자충,TxCode,부속검사,20000,2
자가면역질환검사_Coomb's Test_혈액,TxCode,부속검사,60000,2
현미경검사_소변,TxCode,부속검사,20000,2
뇨비중검사_소변,TxCode,부속검사,10000,2
"키트검사_파보,코로나,지알디아(CPV,CCV,Giardia)_분변",TxCode,부속검사,60000,2
키트검사_심장사상충_혈액,TxCode,부속검사,30000,2
키트검사_코로나장염항체(CCV Ab)_혈액,TxCode,부속검사,40000,2
뇨스틱검사_소변,TxCode,부속검사,10000,2
항생제감수성검사_세균,TxCode,부속검사,50000,2
키트검사_범백혈구감수종(Parvo V. Ag),TxCode,부속검사,30000,2
현미경검사_빈혈재생성평가(RPI)_혈액(NMB염색),TxCode,부속검사,20000,2
키트검사_인플루엔자(influenza Ag),TxCode,부속검사,30000,2
세극등검사_안과,TxCode,부속검사,45455,2
간접검안경_안과,TxCode,부속검사,10000,2
눈물량검사(STT)_안과,TxCode,부속검사,15455,2
로즈뱅갈염색_안과,TxCode,부속검사,20000,2
안저검사(Fundus)_안과,TxCode,부속검사,57273,2
우각경검사_안과,TxCode,부속검사,30000,2
우드램프검사_곰팡이,TxCode,부속검사,5455,2
형광염색검사(Fluorescein)_안과,TxCode,부속검사,16364,2
리사민그린염색_안과,TxCode,부속검사,20000,2
생검(Bone biopsy)_뼈,TxCode,부속검사,200000,2
혈압검사(도플러),TxCode,부속검사,10000,2
세침흡입검사(FNA),TxCode,부속검사,50000,2
"뇌척수액검사(CSF)_protein,cytology,pleocytosis",TxCode,부속검사,100000,2
신경계검사,TxCode,부속검사,30000,2
심전도검사(Cardiobird ECG),TxCode,부속검사,40000,2
심전도장착(Bluetooth ECG),TxCode,부속검사,50000,2
생검(Soft tissue)_.조직,TxCode,부속검사,100000,2
체중부하검사(Stance Analyzer),TxCode,부속검사,20000,2
생검(트루컷),TxCode,부속검사,154546,2
안압모니터링_안과_1일,TxCode,부속검사,100000,2
연속혈당측정기삽입,TxCode,부속검사,254546,2
"키트검사_4DX(Hw,Ehrlichiosis,Lyme,Anaplasmosis)",TxCode,부속검사,40000,2
[의뢰]알러지검사 Premium test 120종,TxCode,CD. 의뢰검사,318182,2
원내 출산(마리당),TxCode,AF. 기본처치,52655,2
ANTECH_스코티시폴드_골이형성증_검사의뢰,TxCode,CD. 의뢰검사,60000,2
붕대외처치,TxCode,AF. 기본처치,8000,2
퓨리나_리브클리어 키튼,TxCode,KA. 치료보조제,44000,2
애드보킷(Advocate)-CAT 4~8kg.pack (6개입),TxCode,BE. 사상충 외,92728,2
[한방]전침사용(EA),TxCode,AF. 기본처치,10000,2
[한방]약침치료(Aquapuncture),TxCode,FH. 수의한방,12000,2
[한방]항산화주사,TxCode,FH. 수의한방,26500,2
퓨리나_고양이 EN,TxCode,JB. 퓨리나,32273,2
퓨리나_고양이 NF,TxCode,JB. 퓨리나,32273,2
퓨리나_고양이 UR,TxCode,JB. 퓨리나,30455,2
퓨리나_고양이 OM,TxCode,JB. 퓨리나,30455,2
퓨리나_고양이 DM,TxCode,JB. 퓨리나,30455,2
펠리웨이 클래식 스타터키트 (feliway classic),TxCode,KA. 치료보조제,38000,2
[의뢰] 고양이 항체가검사 7종 ,TxCode,CD. 의뢰검사,95455,2
펠리웨이 클래식 리필 (feliway classic REFILL),TxCode,KA. 치료보조제,30000,2
부신피질호르몬검사(Cortisol)_혈액,TxCode,LAB,50000,2
갑상선호르몬검사(T4)_혈액,TxCode,LAB,50000,2
갑상선자극호르몬검사(TSH)_혈액,TxCode,LAB,50000,2
단백뇨검사(UPC)_소변,TxCode,LAB,50000,2
췌장염검사(fPL)_혈액,TxCode,LAB,50000,2
페노바비탈검사(Phenobarbital)_혈액,TxCode,LAB,60000,2
간기능검사(Bile Acid)_혈액,TxCode,LAB,50000,2
급성염증반응검사(fSAA)_혈액,TxCode,LAB,50000,2
케톤체검사(Ketone)_혈액,TxCode,LAB,8819,2
혈당검사_간이_혈액,TxCode,LAB,8819,2
혈당곡선(1일6회)_1일(입원비제외)_혈액,TxCode,LAB,50000,2
혈당곡선(1일12회)_1일(입원비제외)_혈액,TxCode,LAB,100000,2
"응고계검사(PT,APTT)_혈액",TxCode,LAB,50000,2
신장조기검사(SDMA)_혈액,TxCode,LAB,50000,2
평균혈당검사(Fructosamine)_혈액,TxCode,LAB,50000,2
적혈구농도검사(PCV/TP)_튜브_혈액,TxCode,LAB,10000,2
바베시아 PCR_원내간이_혈액,TxCode,LAB,77000,2
심근병검사(Pro BNP)_혈액,TxCode,LAB,60000,2
초음파(조영검사)_심장 단락 혈류방향검사(bubble study)_10kg,TxCode,영상_10kg,48182,2
C-arm_기본촬영,TxCode,영상_10kg,90910,2
C-arm_조영검사(비뇨기),TxCode,영상_10kg,145455,2
C-arm_조영검사(간문맥혈관),TxCode,영상_10kg,145455,2
키트검사_고양이면역결핍증(FIV),TxCode,부속검사,30000,2
키트검사_고양이백혈병(FeLV),TxCode,부속검사,30000,2
키트검사_고양이심장사상충증,TxCode,부속검사,40000,2
키트검사_고양이코로나항체(FcoAb),TxCode,부속검사,30000,2
키트검사_고양이면역결핍증/백혈병(FeLV/FIV),TxCode,부속검사,50000,2
키트검사_디스템퍼항원(CDV Ag),TxCode,부속검사,30000,2
키트검사_심장사상충,TxCode,부속검사,30000,2
키트검사_코로나장염(CCV Ag),TxCode,부속검사,30000,2
키트검사_파보장염(CPV Ag),TxCode,부속검사,30000,2
키트검사_지알디아(Giardia),TxCode,부속검사,30000,2
키트검사_헬리코박터(Helicobacter),TxCode,부속검사,50000,2
"배양검사_곰팡이(Intray,SDA)",TxCode,부속검사,40000,2
현미경검사_피부스크랩핑,TxCode,부속검사,30000,2
현미경검사_Cytology SAMC(1site),TxCode,부속검사,30000,2
"CSF anaylsis(뇌척수액 기본검사-TP, TNCC, cytology)",TxCode,부속검사,127273,2
"키트검사_고양이사상충,면역결핍증,백혈병(HW,FIV,FeLV)",TxCode,부속검사,100000,2
키트검사_강아지 바베시아항체,TxCode,부속검사,50000,2
치과_구강검사,TxCode,부속검사,19091,2
시신경검사(RetinoGraphics)_안과,TxCode,부속검사,50000,2
현미경검사_Trichogram(모발),TxCode,부속검사,20000,2
안과_EYE LOVE CARE (안과 기본검진)_10kg,TxCode,부속검사,118182,2
안과_EYE LOVE CARE (안과 기본검진)_20kg,TxCode,부속검사,136364,2
안과_EYE LOVE CARE (안과 기본검진)_30kg,TxCode,부속검사,154546,2
안과_EYE LOVE CARE (안과 기본검진)_40kg,TxCode,부속검사,172728,2
안과_EYE LOVE CARE (안과 심화검진)_10kg,TxCode,부속검사,236364,2
안과_EYE LOVE CARE (안과 심화검진)_20kg,TxCode,부속검사,254546,2
안과_EYE LOVE CARE (안과 심화검진)_30kg,TxCode,부속검사,272728,2
안과_EYE LOVE CARE (안과 심화검진)_40kg,TxCode,부속검사,290910,2
주사기(1ml)_100개,TxCode,소모품,16546,2
주사기(1ml)_1개,TxCode,소모품,273,2
로얄캐닌 액상사료_3개(1box),TxCode,소모품,50000,2
피딩튜브,TxCode,소모품,22000,2
캐니슐린주사기_30개,TxCode,소모품,16546,2
캐니슐린펜니들_100개,TxCode,소모품,44000,2
인슐린주사기_1봉지(10개),TxCode,소모품,5546,2
캐니슐린주사기_1봉지(10개),TxCode,소모품,5546,2
나비침,TxCode,소모품,455,2
흉관포트니들(허버니들)_1개,TxCode,소모품,22000,2
"수액처방(100,500,1000ml)_1개",TxCode,소모품,5546,2
엔지덤 패치(patch)_1장,TxCode,소모품,11000,2
"주사기(3,5,10,20,30,50ml)_1개",TxCode,소모품,728,2
톨부테롤 패치(patch)_1장,TxCode,소모품,3364,2
넥카라_웁스마이독M,TxCode,소모품,27546,2
넥카라_웁스마이독S,TxCode,소모품,22000,2
넥카라_포베츠 튜브S,TxCode,소모품,24273,2
넥카라_포베츠 튜브M,TxCode,소모품,27546,2
넥카라_10cm,TxCode,소모품,8819,2
넥카라_12.5cm,TxCode,소모품,9910,2
넥카라_15cm,TxCode,소모품,11000,2
넥카라_17.5cm,TxCode,소모품,13273,2
넥카라_20cm,TxCode,소모품,15455,2
넥카라_25cm,TxCode,소모품,16546,2
넥카라_30cm,TxCode,소모품,22000,2
넥카라_7.5cm,TxCode,소모품,8819,2
넥카라_패리스독,TxCode,소모품,15455,2
넥카라_아르르_XL,TxCode,소모품,29000,2
넥카라_아르르_L,TxCode,소모품,26000,2
넥카라_아르르_M,TxCode,소모품,23000,2
넥카라_아르르_S,TxCode,소모품,20000,2
로얄캐닌 액상사료_1개,TxCode,소모품,16819,2
알약투약기_1개,TxCode,소모품,11000,2
약용샴푸_200ml_마이클로,TxCode,소모품,27546,2
약용샴푸_200ml_케타딘,TxCode,소모품,27546,2
약용샴푸_200ml_벤조일,TxCode,소모품,27546,2
약용샴푸_200ml_살리퍼,TxCode,소모품,27546,2
약용샴푸_200ml_엑토닐,TxCode,소모품,27546,2
더마겔_100ml,TxCode,소모품,55000,2
더마겔_10ml(mini),TxCode,소모품,8819,2
헥시딘 소독솜,TxCode,소모품,6000,2
소독액_2%포비돈_100ml,TxCode,소모품,5546,2
소독액_20%포비돈_100ml,TxCode,소모품,11000,2
이어파우더_10cc,TxCode,소모품,2273,2
귀세정제(MO)_100ml,TxCode,소모품,16546,2
귀세정제(Triz-EDTA)_100ml,TxCode,소모품,18728,2
귀세정제(MO)473ml_1병,TxCode,소모품,66000,2
귀세정제(Triz-EDTA)473ml_1병,TxCode,소모품,71546,2
"귀약(ED1,ED2,ED3,ED4)15ml_1병",TxCode,소모품,7728,2
귀외용제(마보플록사신)_1병,TxCode,소모품,19819,2
구강소독제_덴타헥스_1병,TxCode,소모품,22000,2
안과_콘택트렌즈_각막보호용,TxCode,소모품,18182,2
"진통제_펜타닐패치(마약류,72시간,12ug/h)_1장",TxCode,소모품,22000,2
"진통제_펜타닐패치(마약류,72시간,25ug/h)_1장",TxCode,소모품,44000,2
"진통제_펜타닐패치(마약류,72시간,50ug/h)_1장",TxCode,소모품,66000,2
"기관확장제_흡입기(에어로독,에어로캣)",TxCode,소모품,110000,2
기관확장제_흡입용액_살부타몰,TxCode,소모품,16546,2
기관확장제_흡입용액_스테로이드,TxCode,소모품,38546,2
기관절개튜브_1개,TxCode,소모품,110000,2
기관확장제_흡입용_1회,TxCode,소모품,2819,2
기관확장제_흡입용액_세레타이드(에보힐러125),TxCode,소모품,110000,2
네뷸라이저액_100ml,TxCode,소모품,11000,2
네뷸라이저액_500ml,TxCode,소모품,33000,2
환견복,TxCode,소모품,27546,2
환묘복,TxCode,소모품,22000,2
"경추보호대(은해)_XXS,XS,S",TxCode,소모품,44000,2
"경추보호대(은해)_M,L,XL",TxCode,소모품,60546,2
"경흉추보호대(은해)_XXS,XS",TxCode,소모품,176000,2
"경흉추보호대(은해)_S,M",TxCode,소모품,198000,2
"경흉추보호대(은해)_L,XL",TxCode,소모품,220000,2
"척추보호대(은해)_XXS,XS",TxCode,소모품,154000,2
척추보호대(은해)_S,TxCode,소모품,176000,2
척추보호대(은해)_M,TxCode,소모품,220000,2
척추보호대(은해)_L,TxCode,소모품,242000,2
은해 슬관절 보조기(S),TxCode,소모품,176000,2
전후방하네스(은해)_XS,TxCode,소모품,66000,2
전후방하네스(은해)_S,TxCode,소모품,77000,2
전후방하네스(은해)_M,TxCode,소모품,88000,2
항암보조기_파씰_1세트당,TxCode,소모품,55000,2
피하수액(외래처방용)_1개,TxCode,소모품,5546,2
창상피복제_뮤코딘_1개,TxCode,소모품,29091,2
"진통제_노스판패치(향정,72시간)_1장",TxCode,소모품,16546,2
기관확장제_흡입용액_세레타이드(에보힐러250),TxCode,소모품,132000,2
약용샴푸_250ml_수드,TxCode,소모품,27546,2
경추보호대(Pets ONP)_1/2/2.5/3호,TxCode,소모품,80000,2
경추보호대(Pets ONP)_4/5/6호,TxCode,소모품,100000,2
척추보조기(Pets ONP)_XS/S,TxCode,소모품,160000,2
척추보조기(Pets ONP)_M,TxCode,소모품,180000,2
척추보조기(Pets ONP)_L,TxCode,소모품,240000,2
척추보조기(Pets ONP)_XL,TxCode,소모품,400000,2
척추보조기(Pets ONP)_XXL,TxCode,소모품,440000,2
경흉추보호대(Pets ONP)_1/2/3호,TxCode,소모품,160000,2
경흉추보호대(Pets ONP)_4/5호,TxCode,소모품,180000,2
전후방하니스(Pets ONP)_1/2/3/4호,TxCode,소모품,50000,2
전후방하니스(Pets ONP)_5/6호,TxCode,소모품,60000,2
견주관절보호대(Pets ONP)_1/2/3호,TxCode,소모품,90000,2
견주관절보호대(Pets ONP)_4/5호,TxCode,소모품,100000,2
고관절보호대(Pets ONP)_1/2/3호,TxCode,소모품,100000,2
고관절보호대(Pets ONP)_4/5호,TxCode,소모품,110000,2
후지휠체어(Pets ONP)_소형,TxCode,소모품,340000,2
후지휠체어(Pets ONP)_중형,TxCode,소모품,400000,2
후지휠체어(Pets ONP)_중대형,TxCode,소모품,500000,2
후지휠체어(Pets ONP)_대형,TxCode,소모품,600000,2
후지휠체어(Pets ONP)_초대형,TxCode,소모품,700000,2
사지휠체어(Pets ONP)_소형,TxCode,소모품,410000,2
사지휠체어(Pets ONP)_중형,TxCode,소모품,470000,2
사지휠체어(Pets ONP)_중대형,TxCode,소모품,570000,2
사지휠체어(Pets ONP)_대형,TxCode,소모품,740000,2
사지휠체어(Pets ONP)_초대형,TxCode,소모품,840000,2
휠체어추가상품(Pets ONP)_복부슬링_소/중/중대형,TxCode,소모품,30000,2
휠체어추가상품(Pets ONP)_복부슬링_대/초대형,TxCode,소모품,60000,2
휠체어추가상품(Pets ONP)_머리받침슬링_소/중/중대형,TxCode,소모품,30000,2
휠체어추가상품(Pets ONP)_머리받침슬링_대/초대형,TxCode,소모품,60000,2
휠체어추가상품(Pets ONP)_멜빵하니스_소/중/중대형,TxCode,소모품,10000,2
휠체어추가상품(Pets ONP)_멜빵하니스_대/초대형,TxCode,소모품,20000,2
휠체어추가상품(Pets ONP)_수트식하니스_소/중/중대형,TxCode,소모품,50000,2
휠체어추가상품(Pets ONP)_수트식하니스_대/초대형,TxCode,소모품,60000,2
귀외용제(넵트라_Neptra)_30일지속 국소스테로이드_1개,TxCode,소모품,54546,2
코타방스(스테로이드 스프레이)_1병(31ml),TxCode,소모품,36364,2
코타방스(스테로이드 스프레이)_1병(76ml),TxCode,소모품,72728,2
미다졸람 비강 스프레이,TxCode,소모품,9000,2
덴탈백스 오랄겔 20g_치주염치료_강아지,TxCode,소모품,34546,2
덴탈백스 오랄겔 20g_치주염치료_고양이,TxCode,소모품,34546,2
리버랄_간보조제_1포,TxCode,소모품,1500,2
귀약_이소틱(버박)_10ml_1병,TxCode,소모품,23637,2
귀세정제_에피오틱(버박)_125ml_1병,TxCode,소모품,21819,2
보습제_에센셜6스팟온(더모센트) 1~10kg_1개,TxCode,소모품,9091,2
보습제_에센셜6스팟온(더모센트) 1~10kg_4개(1박스),TxCode,소모품,34546,2
아토피 스프레이_아톱7(더모센트)_1병,TxCode,소모품,36364,2
보습제_바이오밤(더모센트)_1개,TxCode,소모품,27273,2
소독액_2% 고농도 클로르헥시딘,TxCode,소모품,10910,2
귀약_수로란(엘랑코)_15ml_1병,TxCode,소모품,10910,2
귀세정제_오티맥시(유한벳)_120ml_1병,TxCode,소모품,20000,2
약용샴푸_250ml_말라셉,TxCode,소모품,29000,2
귀약_카누랄(데크라)_15ml_1병,TxCode,소모품,20000,2
귀세정제(세럼아우랄_고막파열사용가능)_118ml,TxCode,소모품,29091,2
약용샴푸_앨러밀(버박)_200ml,TxCode,소모품,20910,2
안약_인공눈물_T4,TxCode,안약,10910,2
안약_항생제_B1,TxCode,안약,10000,2
안약_항생제_B2,TxCode,안약,10000,2
안약_항생제_B3,TxCode,안약,10910,2
안약_항생제_B4,TxCode,안약,18182,2
안약_항생제_B5(냉장),TxCode,안약,15455,2
안약_항생제_B6(냉장),TxCode,안약,15455,2
안약_항생제_B7,TxCode,안약,5455,2
안약_항생제_B8,TxCode,안약,7273,2
안약_항생제_B9,TxCode,안약,14546,2
안약_항생제_B10,TxCode,안약,7273,2
안약_혈장 C1(냉장),TxCode,안약,27273,2
안약_단백용해_C2,TxCode,안약,20910,2
안약_단백용해_C3,TxCode,안약,19091,2
안약_기타_E1,TxCode,안약,5455,2
안약_기타_E2,TxCode,안약,20910,2
안약_기타_E3,TxCode,안약,5000,2
안약_녹내장_G1,TxCode,안약,40910,2
안약_녹내장_G2,TxCode,안약,40910,2
안약_녹내장_G3,TxCode,안약,31819,2
안약_면역억제_I1,TxCode,안약,59091,2
안약_면역억제_I2,TxCode,안약,36364,2
안약_NSAID_N1,TxCode,안약,15455,2
안약_NSAID_N2,TxCode,안약,15455,2
안약_산동_M1,TxCode,안약,10910,2
안약_산동_M2,TxCode,안약,18182,2
안약_축동_M3,TxCode,안약,18182,2
안약_소염제_S1,TxCode,안약,10910,2
안약_소염제_S2,TxCode,안약,12728,2
안약_소염제_S3,TxCode,안약,8182,2
안약_인공눈물_T1,TxCode,안약,8182,2
안약_인공눈물_T2,TxCode,안약,546,2
안약_바이러스_V1,TxCode,안약,25455,2
안약_바이러스_V2,TxCode,안약,145455,2
안약_인공눈물_T3,TxCode,안약,57273,2
안약_축동_M4,TxCode,안약,15455,2
안약_녹내장_G4,TxCode,안약,30000,2
안약_녹내장_G5,TxCode,안약,72728,2
안약_녹내장_G6,TxCode,안약,40910,2
안약_녹내장_G7,TxCode,안약,45455,2
안약_축동_M5,TxCode,안약,10910,2
안약_소염제_S4,TxCode,안약,16364,2
흡입마취_Isoflurane_10kg,TxCode,처치비,81819,2
채혈료_10kg,TxCode,처치비,5455,2
채혈비,TxCode,처치비,5091,2
점안마취,TxCode,처치비,10000,2
"국소마취_Lido,bupivacaine",TxCode,처치비,20000,2
흡입마취_특수동물,TxCode,처치비,40000,2
마취모니터링_동맥혈압(IBP),TxCode,처치비,40000,2
주사마취_10kg,TxCode,처치비,40000,2
투석_카테터삽입(진정포함),TxCode,처치비,418182,2
투석_CRRT_1회,TxCode,처치비,845455,2
귀세척(Ear Flushing)_중증_약물투약,TxCode,처치비,30000,2
귀세척(Ear Flushing)_일반,TxCode,처치비,5091,2
목욕_처치목적_10kg,TxCode,처치비,27273,2
미용_처치목적_10kg,TxCode,처치비,45455,2
미용 및 목욕_처치목적_10kg,TxCode,처치비,63637,2
방광세척,TxCode,처치비,30000,2
공동화장_5kg이상_1kg당,TxCode,처치비,11000,2
공동화장_5kg,TxCode,처치비,55000,2
위내가스 및 액체제거_식도튜브사용_10kg,TxCode,처치비,30000,2
자연분만_회음절개,TxCode,처치비,88000,2
자연분만_태아추가1마리당,TxCode,처치비,55000,2
자연분만_태아2마리까지,TxCode,처치비,220000,2
드레싱_로버트존스_10kg,TxCode,처치비,18182,2
드레싱_토마스스플린트_10kg,TxCode,처치비,20000,2
드레싱_발포슬링(valpeau sling)_10kg,TxCode,처치비,27273,2
관절액천자,TxCode,처치비,20000,2
관장_10kg,TxCode,처치비,100000,2
어깨관절 탈구 환납,TxCode,처치비,109091,2
팔꿈치관절 탈구 환납,TxCode,처치비,109091,2
고관절 탈구 환납,TxCode,처치비,109091,2
안락사,TxCode,처치비,209091,2
안락사_특수동물,TxCode,처치비,109091,2
산동제점안,TxCode,처치비,27273,2
안구세척,TxCode,처치비,5000,2
발사,TxCode,처치비,5000,2
단순피부봉합A,TxCode,처치비,10000,2
단순피부봉합B,TxCode,처치비,20000,2
단순피부봉합C,TxCode,처치비,30000,2
배액관 장착(Penrose),TxCode,처치비,54546,2
PRP_관절주사,TxCode,처치비,90910,2
Cryopen_급속 냉동요법,TxCode,처치비,100000,2
Cryopen_개당 추가,TxCode,처치비,30000,2
뇨량모니터링(In&Out)_소변_1일,TxCode,처치비,10000,2
뇨카테터 장착_방광결석 환납(retrohydropurfusion),TxCode,처치비,100000,2
뇨카테터 장착_고양이 탐캣(마취비포함),TxCode,처치비,154546,2
뇨카테터 장착(Urinary Catheter),TxCode,처치비,50000,2
뇨카테터 장착(Urinary Catheter)_대형견,TxCode,처치비,100000,2
뇨카테터 유지 1일,TxCode,처치비,10000,2
"복막투석_복막카테터장착,마취포함_초기12회",TxCode,처치비,818182,2
창상세척_경증_10kg,TxCode,처치비,30000,2
창상세척_중증_10kg,TxCode,처치비,60000,2
벌루닝(ballooning)_식도협착,TxCode,처치비,110000,2
대변이식술_1회당,TxCode,처치비,218182,2
"배액관관리, 교체",TxCode,처치비,5546,2
후두검사,TxCode,처치비,63637,2
복수천자(샘플링),TxCode,처치비,10910,2
"복수천자_초음파유도_1,000ml당",TxCode,처치비,54546,2
"흉강천자(흉수,기흉)_초음파유도_10kg",TxCode,처치비,145455,2
신장천자(수신증)_초음파유도_10kg,TxCode,처치비,45455,2
심낭수천자_초음파유도_10kg,TxCode,처치비,163637,2
"위천자(GDV,위내가스)_초음파유도_10kg",TxCode,처치비,90910,2
"구토요법_구토제주사(카테터,주사비포함)_10kg",TxCode,처치비,81819,2
구토요법_과산화수소_10kg,TxCode,처치비,90910,2
경추보호대_임시,TxCode,처치비,22000,2
채혈료_10kg이상,TxCode,처치비,10910,2
"응급처치_CPR_응급약물,인공호흡기_10kg",TxCode,처치비,72728,2
방광천자,TxCode,처치비,18182,2
처치_일반A_10kg,TxCode,처치비,10000,2
처치_일반B_10kg,TxCode,처치비,20000,2
처치_일반C_10kg,TxCode,처치비,30000,2
처치_특수A_10kg,TxCode,처치비,50000,2
처치_특수B_10kg,TxCode,처치비,72728,2
처치_특수C_10kg,TxCode,처치비,90910,2
항문낭세척_10kg,TxCode,처치비,20000,2
포피소독,TxCode,처치비,16546,2
바륨 위장관 코팅,TxCode,처치비,11819,2
지혈_헤모스폰,TxCode,처치비,10910,2
아름단비 사상충 치료,TxCode,처치비,220000,2
히알산 방광도포,TxCode,처치비,109091,2
수혈_모니터링,TxCode,처치비,50000,2
"수혈_동거견,동거묘채혈",TxCode,처치비,109091,2
이물제거_식도개구부,TxCode,처치비,33000,2
직장세척,TxCode,처치비,10910,2
압박배뇨,TxCode,처치비,50910,2
비강세척_비강이물_비강경,TxCode,처치비,200000,2
비강세척,TxCode,처치비,30000,2
기관폐포세척(Bronchoalveolar Lavage)_10kg,TxCode,처치비,109091,2
SUB세척시술,TxCode,처치비,154546,2
취선소독_특수동물,TxCode,처치비,30000,2
흉관suction(기흉)_석션기사용_1일,TxCode,처치비,163637,2
위관장착(gastrotomy tube),TxCode,처치비,200000,2
식도관장착(esophageal tube),TxCode,처치비,100000,2
비강관장착(nasal tube),TxCode,처치비,50000,2
음압치료기장착_창상육아조직생성유도_10kg,TxCode,처치비,436364,2
산소공급_6시간_입원중,TxCode,처치비,20910,2
