0,1,2,3,4,5,6,7,8,9,10,11,12
"S) FDT -, No flare
IOP 17/18",A) 안약 모두 2회. 혈청 제외. ,P) 2주 후 재진. ,,,,,,,,,,
"S) OD) cells +(2-4개 정도 발견)
    OS) flare +/-, cells +",IOP 7/8,A) OU) 매우 약하지만 cells 확인됨. ,"브로낙 2,2
프레드 1,1 추가. ","P) 2주 후 재진.  
",,,,,,,,
"S) OD) flare +/-, cells 2개 확인
    OS) 각막 중심부에 3개 정도 점상의 미란 발견. FDT +/-",IOP 11/8,"A) OU) corneal degeneration으로 인한 통증과 염증 지속됨. 
NF qid처방하여 관찰한 후 안되면 내복약 고려",P) 1주 후 재진,,,,,,,,,
"S) menace +,+, dazzle +,+, PLR+,+ 
OU) mucous discharge 소량. 수정체 전낭 중앙에 iris particles 침착. 
OS) 상/하안검 distichia 1개씩. ","O)
STT 18/17
IOP 20/19",A) OS) distichiasis 외 이상없음. ,"CE) 특별히 눈곱이 생길만한 원인은 발견하지 못함. 
눈물의 질적 이상일 가능성 있으나 그에 해당하는 증상은 점액성 눈곱 뿐. 
쓰셨던 안약이 항생제 또는 인공눈물인 것 같아 가벼운 소염제를 써보고 반응보기로 함. ","오큐메토론, tid",,,,,,,,
"S) OD) 소안구증. corneal edema, PPM, hypermature cataract 의심. 
           점액성 눈곱
 (검사시 협조가 안되고 수술부위도 조심해야 하므로 최소한의 검사만 진행)
STT 17/18
IOP 15/17","A) OD) 선천적 기형이므로 백내장과 PPM 존재하며 각막내피이형성으로 부종 더 심해질 수 있음. 
백내장에 의한 포도막염 의심되어 맥시 bid",P) 다리 호전되면 안초음파 검사 필요함.,,,,,,,,,,
"S) OD) 혈관화 더 진행됨. 
STT 17","A) 맥시트롤 3
    라큐아 3",P) 2주 후 재진. ,,,,,,,,,,
"S) 시력 양호. PLR good
   OD) flare +, cells +
    OS) No flare","O)
IOP 22/23(과흥분)
안저 양호",A) OD) 포도막염 개선이 없음. 내복약 처방.  ,"1. 맥시 3,2
2. 프레드 3,0",P) 2주 후 재진,,,,,,,,
"OD) 과성숙백내장, PRA -> phacoemulsification
- phaco time: 2:53
- 아트라 0.03ml(0.01ml/kg)
- 네오1 + 글라이코 0.5ml 섞어서 0.75ml 주사
- 포폴 2ml
- 전낭에 단단하게 붙어있는 cortex결정들은 polisher로 긁어도, phaco tip으로도 제거 안됨. ","PM 3시 무렵 안압 25 -> 코솝넣고 안압하강됨. 
눈물량 부족해보여 10시 이후부터 매시간 인공눈물","금일 오후부터 시력회복. 큰 가구와 벽에 부딪히지 않고 잘 다님. 
",,,,,,,,,,
"S) OD) 혈관 많이 사라지고 각막염 호전됨. 
STT 21/17","A) 눈물량, 각막상태 모두 양호. ",P) 옵티뮨 한달 더 투약 후 KCS 확인하기 위해 옵티뮨 중단해보기로 함. ,,,,,,,,,,
"S) OD) FDT -
           moderate hyperemia, 술부 fibrosis 및 혈관화 더 진행됨. 
          flare +, 5시방향에 작은 hypopyon, synechia. 그로 인한 focal cataract.
          miosis",IOP 8/16,"A) OD) moderate uveitis, posterior synechia, focal cataract
           corneal degeneration","CE) 결막플랩은 간혹 각막변성(corneal degeneration)을 유발하기도 함. 스테로이드 대신 옵티뮨 처방. 포도막염은 전신제제로 이틀간 복용해보기로 함. 
오늘 아침 휴약. ","1. 비가 4
2. 플러비 4
4. CP 1
5. 리프 4
6. 옵티뮨 2",,,,,,,,
"S) menace -,+, dazzle -,+, PLR -/-,+/+, maze: 암실에서만 부딪힘
OD) buphthalmos, generalized pigmentation, moderate hyperemia
OS) hypermature cataract, fundus:비교적 normal , mild hyperemia","O)
STT 11/17
IOP 33/10
U/S: 좌안 수정체의 후낭파열로 핵이 후방으로 떨어져있음. 
       우안 과성숙 백내장
    
A) OD) chronic glaucoma, blindness, 
    OS) 과성숙백내장이 거의 lysis가 되어 시력 양호함. 
    OU) hyperemature cataract, KCS","CE) 우안은 트루솝 점안중이나 정상안압보다 높게 유지되며, 어차피 실명이므로 수술적인 치료의 필요성 언급. 우안은 시력 양호. ","P) 코솝 bid로 점안해보시면서 수술 고려해 보신다고 함. 
    2주 이내 재진
",,,,,,,,,
"S) OU) 염증반응없음. 소량의 눈물 약간. 
   OS) 좌안 하안검 결막절제부위 아물고 있음. ","맥시 2,2","P) 1주 후 재진
",,,,,,,,,,
"S) 각막중심부에 육아조직 생기면서 먼지가 파묻혀있음. 
-> 제거하면서 일부 육아조직 떨어짐. ",P) 이틀 후 상태 확인 후 맥시 처방여부 결정,,,,,,,,,,,
"S)
- 집에서 잠은 좀 잤습니다","- 어제 저녁 안 먹고, 오늘 아침 소량 먹었습니다",- 오른쪽 눈에서 눈물 많이 납니다,"- 집에서 유연 증상 없었으나, Panting 지속
- Barking 증상 없었음
- BUN 57.3 Cre1.2(8/14)","S) OD) 각막 중심부의 3mm가량의 deep ulcer. 외측부로 다른 궤양 진행중.
           전안방의 1/4 정도의 hypopyon.
           generalized corneal edema, deep vessels
           점액성 분비물 지속적으로 나옴. blepharospasm
    OS) mature cataract
    OU) mineral deposit
O)
IOP 22/14
FDT +(일부 데스메토실)","A) OD) deep ulcer, severe uveitis. 천공가능성 상당히 높음. ","CE) 신부전관리 환자이므로 내복약을 먹이려면 수액처치 및 입원처치 필요. 현재 안락사도 고려중이셔서 최소한의 처치를 원하시고, 혹시 천공되서 3안검플랩을 하시려면 본원으로 내원, 그 때 안락사를 하신다면 연이원장님과 상의할 것. ","Tx) 컨베니아 SC
    메타캄, IV","1. 비가 6
2. 플러비 6
3. 코솝 2
4. 리프레쉬 6",P) 5일 후 재진. ,,,
"S) OD) 혈관 많이 감소
IOP 8/16
flare +/-","A) 내복약 유지.
    옵티뮨 점안",,,,,,,,,,,
"S) OD) 각막부종 심하고 bullae가 여러개 보임. 
IOP 3/3
STT 17/17","A) 양안 안구위축 진행.
    우안 endothelial dystrophy","1. 프라노 2
2. 뮤로 6
3. 인공눈물 2
4. 옵티뮨 2",P) 1주 후 재진,,,,,,,,,
S) 혈관 거의 안보이고 눈곱양 적음. ,"A) 인공눈물 2, 소염제 1은 유지하기로 함. ",,,,,,,,,,,
"IOP 12
우안 : 혈관화로 인해 궤양 없음","1. 맥시 2,2
2. 코솝 0,2",P) 3주 후 재진,,,,,,,,,,
"S) OD) FDT +
IOP 10/8 ","Tx) diamond burr keratectomy
     렌즈착용",P) 1주 후 재진,"1. 크라 3
2. 인공눈물 3
",,,,,,,,,
"발사.
FDT - ","A) 있는 안약까지만 넣고 치료종료.
미네랄 침착은 계속 재발될 수 있으니 인공눈물 2회는 꾸준히 유지할 것. 
 
",,,,,,,,,,,
"S) OS) flare +, cells ++ ",A) 2주전보다 flare 개선.  현재 상황이 제일 최선인듯. ,"Rx)
브로낙2
프레드 2","P) 프레드 떨어지면 내원할것. 
",,,,,,,,,
"S) OU) 혈관화, 색소침착 모두 감소하여 울퉁불퉁하던 각막이 매끈해짐. 
    OS) No flare
    palpebral +,+","O)
STT 11/4",A) OU) keratitis 증상은 감소하고 좌안의 포도막염도 개선되었으나 눈물량 증가는 아직 없음. 안면신경 마비는 없는데 눈을뜨고 잔다면 눈이 건조해서 그럴테니 잘 때 리포직 점안해줄 것. ,"1. 크라 3,3
2. 디쿠아스 6,6
3. 옵티뮨 2,2
4. 리포직 3-4회 (잘 때, 외출시)
",,,,,,,,,
"S) menace -,-, dazzle+,-, VP -,-
   OD) No flare, 매우 깨끗함. ","O)
IOP 9/9
FDT -",A) OD) 염증 거의 없음. ,"
1. 비가 4,0
2. 프레드 4,0
3. 플러비 4,2
4. 인공눈물 4,0
5. 옵티뮨 1,0",P) 1주 후 재진,,,,,,,,
"S) menace +,-, dazzle +,-, PLR +,-(좌안의 직접, 간접 PLR 모두 없음)
OD) NRF
OS) mature cataract, flare +, 9시 방향의 posterior synechia","O)
STT 측정불가(비협조적)
IOP 18/11
U/S: OS) 백내장, 망막박리 없음. ","A) OS) congenital microphthalmia, mature cataract, mild uveitis,
           망막기능 이상.(PLR 없음)","CE) 소안구증은 보통 백내장, PPM(persistent pupillary membrane 동공막잔존증), 망막기능 이상 등을 동반합니다. 수술은 불가한 상태이고, 경등도의 염증은 있어서 치료가 필요합니다. 좌안의 이상이 우안으로 전이되지 않습니다. ","Rx)
OS) 맥시트롤 tid","P) 2주 후 재진
",,,,,,,
"S) OU) 눈 주변 깨끗함. 
    OD) FDT +(4일 전에 비해 10%정도만 남은 상태)
           8시 방향에서 혈관화. miosis, hypopyon 30-40% 감소. 
O)
IOP 11/9",A) OD) 각막상피화 빠르게 진행되었고 포도막염도 잘 개선중. 하지만 지난번 고안압으로 인해 산동제를 못넣었으므로 유착으로 인한 녹내장 가능성 언급. 녹내장 증상 보이면 언제든 내원할것. ,"1. 비가 4
2. 플러비 6
3. 코솝 2
4. 미드리아실 4
5. 인공눈물 6",P) 1주 후 재진,,,,,,,,,
"S) menace -,-, dazzle -,-, PLR +/-, -, maze 잘 움직이지 않고 부딪힘. 
OD) flare +/-, cells +, fundus: 다소 blurr하게 보임. 
OS) moderate hyperemia, fibrin +++, hypopyon 1/3정도 차있음. ","O)
IOP 10/3
U/S: 십이지장염증,  방광염의심. 
blood test: WBC 20.99, CRP 10
BP :  140mmHg","A) OD) mild uveitis, retinitis 의심. 
    OS) severe uveitis","CE) 어제 우안은 acute glaucoma였다가 잘라탄으로 금방 정상안압으로 회복되었으므로 바로 시력이 돌아와야하는데 여전히 시력소실상태. 이는 망막의 또다른 이상을 의미하고 실제로 안저검사상 blurr하게 확인됨. 시력을 되찾기 위해서는 pds 1mg/kg, bid로 치료해야하나, 장염과 같이 치료를 해야하므로 pds 0.5mg/kg과 수액처치로 치료하기로 함. ","P) 이틀 후 복초, CRP 재검하고 퇴원여부 결정","1. 코솝 2,0 
2. 비가 4,4
3. 플러비 6,6
4. 프레드 6,6
5. 리프레쉬 4,4",,,,,,,
"S) menace +,+, dazzle +,+, PLR +,+, VP +,+
OU) corneal opacity, pigmentation(내안각 더 심함), medial canthal trichiasis
       ventrolateral region으로 vitreal prolapse
OD) incipient cataract
OS) immatue cataract","O) 
STT 23/21
IOP 12/13
fundus: OD) 혈관 위축. 
TFBUT 3s/3s","A) 1. 내안각 첩모로 인한 유루증 및 색소침착
    2. qualitative KCS
    3. 우안 초기백내장/좌안 미성숙백내장
    4. PRA 의심. ","CE) 일단 KCS를 치료하며 경과보고 내안각성형술 여부 파악. 다음주 안초.
    - ERG를 통하여 PRA 여부 확인하고 백내장 수술여부 판단하기로 함. 하지만 유리체 탈출로 인해 안내염, 탈구 가능성 언급. 
- ERG할 때 스켈링 하신다고 함. ","옵티뮨 2,2
디쿠아스 4,4", ,,,,,,,
● OD) 부종 심했던 부위 모두 개선됨. 불라 없어짐. ,"STT 13/14
IOP 9/5",P) 뮤로 qid 유지할 것.,,,,,,,,,,
"
S) menace +,+, dazzle +,+, PLR +,+
OD) 2mm가량의 calcium deposit, 전안방 내 cells +
OS)  pin pointed calcium deposit.
 
O) 
IOP 8/8
STT 19/15
FDT -(우안 침착부위 틈으로 미세하게 염색되는 느낌이지만 확실치 않음.)
normal fundus","A) OD) mild uveitis
           mineral keratopathy",집에있는 포러스 qid 처방.,"CE) 일단 포도막염 치료로 포러스 넣으며 증상 개선되는지 관찰할 것. 
다만, 칼슘 침착부에 궤양이 더 뚜렷하게 생길 우려 있으니 증상 개선되었다가 갑자기 눈을 잘 못뜨거나 아파하면 형광염색 해볼것. 그 땐 diamond burr keratectomy 시술 필요함. ",,,,,,,,,
"S) OD) NRF
   OS) cells +
IOP 5/8","A) 안약은 혈당검사 양호하면 프레드 유지할것. 
",,,,,,,,,,,
"S) OD) moderate hyperemia, 내측 각막으로 Ca 침착부위로 점상의 궤양 3-4개.혈관화. 
OS) mild hyperemia, 색소침착은 완화되었으나 fibrosis 진행.","O)
STT 18/10
IOP 5/7(흥분상태)",점안마취 후 DBK 실시. 렌즈 착용.,"A) OD) mineral keratopathy
      
CE) 신장수치가 높아서 소염제는 3일만 먹기로 함. 복용하면서 구토, 식욕부진 등 있으면 내원할 것. ",P) 1주 후 재진,"1. 크라 4,0
2. 라큐아 6,6
3. 옵티뮨 0,1",,,,,,,
"S) menace -,+, dazzle+,+, maze 잘 다님. 
OD) hypermature cataract이 유착되어 동공모양 변형. PLR -
OS) 4시방향에서 각막중심부를 향해 혈관화 심함. ","O)
STT 3/3
IOP 6/13","A) OU) severe KCS
    OD) hypermature cataract, LIU","1. 맥시 4,4
2. 라큐아 4,4
3. 옵티뮨 2,2",P) 1주 후 재진,,,,,,,,
"S) menace +/-, dazzle +, maze 잘 다님. 
OD) No flare, 안저가 4일 전보다 잘 보임. 
OS) 큰 변화 없음. ","IOP 18/4
tPA 주사(보호자님 원하심)","A) OD) 시력 회복
   OS) 포도막염 개선없어서 tPA 주사. ","우안의 코솝 중단. 
내일 재진",,,,,,,,,
"S) OD) No flare, cells +. 각막이 다소 건조해보임. 
    OS) No flare","O)
IOP 17/9
STT 15/8","A) 우안의 안압 다소 상승
     옵티뮨 다시 재점안.",P) 1주 후 재진,"1. 비가4,0
2. 프레드4,0
3. 플러비2,2
4. 리프레쉬4,4
5. 옵티뮨 2,2",,,,,,,,
"S) OS) 전방탈구되었던 렌즈가 후방으로 환납.
    OD) generalized corneal edema, 혈관화 증가. ","O) 
IOP 34/33
FDT -","A) OD) uveitis로 인한 secondary glaucoma의심.
     OS) 전방탈구 환납되었으나 여전히 안압 높음. ","1. 코솝 2,2
2. 브로낙 2,2
3. 맥시 4,4
           
P) 1주 후 재진",,,,,,,,,
"S) 시력양호
   OU) No flare, No cells",IOP 11/16,"A) OU) 매우 깨끗하게 유지됨. 
    혈당검사 결과보고 맥시트롤 유지할지 판단하기로 함. 
    혈당 검사 양호해서 당분간 맥시 bid로 유지하기로 함. ","1. 브로낙 2,2
2. 맥시 2,2","P) 한달 후 재진
",,,,,,,,
"IOP 24/3
좌안의 축농 많이 개선됨. 
코솝 중단했더니 안압상승","코솝 sid 유지
오늘 검사비 그냥 해드림","1. 코솝 1,0
2. 비가 2,4
3. 플러비 2,6
4. 프레드 2,6
5. 리프레쉬 6,6","P) 9/14일 하루 입원예정. (일반입원44000+점안처치비 22000)
점안처치와 안압체크 부탁드립니다~",,,,,,,,,
"S) OD) 혈관화 개선. 충혈 없음. 
STT 24/10
IOP 17","A) OS) 아직은 눈물량 부족. 
    맥시트롤은 있는것까지만. 양안 옵티뮨 점안할 것. ",P) 한달 후 재진. ,,,,,,,,,,
"S) menace -,-, dazzle +,+, PLR 축동(잘라탄 점안중). maze: 밝은 곳에서도 부딪힘.
OD) 각막 중심부로 mineral deposit. 내측 부로 1mm ulcer. 혈관화.
       전반적인 혼탁. 하안검의 mass도 각막 자극중임. 
OS) 유리체가 동공 3-4시 방향에 유착되어 있음. 양안 유리체 탈출 관찰됨. ","O)
STT 13/16
IOP 13/9
FDT +","A) OD) 칼슘침착으로 인한 각막궤양, mass의 각막자극",CE) 일단 안약으로 치료시도 해보지만 치료 잘 안되면 DBK하고 렌즈 적용하기로 함. ,"크라 4,0
잘라탄 2,2
라큐아 4,0","P) 1주 후 재진. 
",,,,,,,
"O) OS) 각막상태 매우 좋음. 
STT 20/11",A) 여전히 좌안 눈물량 부족. ,"디쿠아스 4
옵티뮨 2",P) 한달 후 재진,,,,,,,,,
"S) menace +,+, dazzle -,-, PLR 산동, VP +,+
   OS) flare +, cells ++, 3시방향에 vitreal prolapse
    OU) posterior capsular cataract, incipient","STT 13/9
IOP 13/12","A) OS) mild uveitis
    OU) mild KCS, incipient cataract",P) 1주 후 재진,"1. 미드 0,4
2. 맥시 0,4
3. 라큐아 4,4",,,,,,,,
"S) menace +,+, dazzle +,+, PLR +,+, maze +, palpebral +,+
OD) 수정체 핵 라인이 보임. 
OS) nuclear cataract, 전낭의 나뭇가지 모양의 혼탁, mild hyperemia
      산동검사 시 우안에 비해 산동이 오래 걸림.(포도막염?)","O) 
STT 18/19
IOP 10/9
fundus: normal","A) OS) juvenile cataract, uveitis 의심. ","맥시 0,3","P) 안약 다 소진 시 재진
   안초음파 예정.",,,,,,,,
"- 각막천공으로 결막플랩수술 후 치료하는 과정에 8월 중순 휴가다녀오신 이후 포도막염과 궤양 생김. 포도막염 치료하였으나 다시 재발하고 끝내 후방유착 및 녹내장으로 진행. - 어제 tPA 주입하였으나 전혀 호전없음. 안구적출 또는 의안삽입술 필요함. 
- 보호자님은 안구적출 원하심.","P) 안과 스케쥴대로 하면 9/20일에 수술 가능하여 9/13일 서원장님이 수술하시기로 함. 
- 오전 10시 내원하여 동의서 작성 및 수액처치.
- 수술당일 아침 코솝 점안 금지(아침 8시 안약 넣지 않기로)-> 점안여부 확인할것.
 점안했다면 마취시 서맥 위험!!
- 적출비용은 70-80만원정도에서 20% 할인해드리기로 함. 
- 별일 없으면 진통처치 후 당일 퇴원 또는 하루 입원하고 다음주 금요일 재진
- 퇴원시 내복약에 간약 넣어주세요~~!!",,,,,,,,,,,
"S) OD) FDT -, 활력 양호. 
            2시 방향에 혈관신생.",A) 궤양 치료 완료. ,"CE) 칼슘침착은 지속 재발할 것이고 그동안 옵티뮨sid, 라큐아 2-3회 유지.
   
P) 2주 후 재진",,,,,,,,,,
"S) 좌안의 혼탁은 개선되었으나 혈관화는 약간 개선됨.  
STT 17/17","A) 눈물량 개선됨. 
    좌안의 혈관화는 두달 전부터 생긴 각막증상으로 판단되므로 쉽게 나을것 같진 않음. ",P) 2주 후 재진. ,"맥시 3,3
라큐아 2,2
옵티뮨 2,2",,,,,,,,,
"S) OD) No flare, cells 2-3개 확인됨. 시력 양호. ","1. 비가 3
2. 프레드 3
3. 플러비 2,2","4. 리프레쉬 2,4
5. 옵티뮨 2,2",P) 2주 후 재진,,,,,,,,,
"S) OD) 각막 궤양부 내 debris들이 염색되어 점안마취 후 걷어낸 다음 염색하니 궤양부 맨 위쪽만 미약하게 염색됨.
No flare",IOP 12/14,A) 코솝 중단. ,P) 1주 후 재진,,,,,,,,,
"S) OD) No hyperemia, 전안방 내 cells 2개 확인. 
   OS) No flare","IOP 12/13
STT 16/15","A) OD) mild uveitis의심. 그러나 현재 증상이 개선되어 정확한 판단 불가.
uveitis에 준해 맥시 2-3회 점안하고 1주 후 재진. ",,,,,,,,,,
"S) OD) No flare
    OS) flare ++, ",IOP 18/3,"1. 코솝 1,0
2. 프레드 1,3
3. 인공눈물 1,3
",,,,,,,,,,
"OP) 재수술 실시. 포폴 3,6ml
- vicryl 6-0로 8자봉합, 단순봉합 2
- 보호자님 술후 사진 확인하시고 만족해하심. ","
CE) by 민과장님
- 안약은 오플록사진, 라큐아 하루 6번 유지
- 재봉합 후 아트로핀 점안 1회
  : 며칠 동공 커져있을 수 있음 고지드림
- 퇴원시 눈 잘 뜨는 것 확인하고 퇴원 진행함
- 완벽히 금식한 상태로 마취를 한 것이 아니여서 마취 회복 후 두차례 구토 있었다고 말씀드렸고, 구토 있어서 항구토제 주사 줬다고 말씀드림
  : 추가적으로 2일간 내복약에 meto 추가해서 조제해드림
- 마취 후 켁켁거리는 증상 하루이틀 보일 수 있다고 고지함","- 내복약: 퇴원 시 윤원장님 지어드린 약+ 오늘 추가조제한 약
               (meto 포함 약 먼저 복용, 이후 카프로펜 복용 안내드림)","P)
 - 다음주 수요일 안과부장님 재진
  : 예약잡고 가셔서 이 날 오실 예정입니다
 - 그 전에 구토 지속되면 바로 내원하시라고 안내드림",,,,,,,,,
"프레드 2,2",P) 2주 후 재진,,,,,,,,,,,
"S) OD) moderate hyperemia, deep vessels, 
각막중심부 meling-like ulcer (재발하기 전 상태를 알 수없으나 현재는 멜팅스러움)
mild hypopyon, flare +++
OS) 7, 4시 수정체 혼탁. normal fundus","O)
IOP 13/8
STT -/20
FDT 3-4mm 하트모양으로 염색됨. 각막두께의 1/3 지점.","A) OD) melting ulcer, moderate uveitis","0. 트루솝 2
1. 크라 6
2. 토브라 6
3. 미드 4
4. 혈청 6
5. 라-NAC 6","P) 다음주 화요일 재진
   개인사정으로 내일(토)저녁부터 하루 입원시킬수도 있음. 
  (형광염색과 안압체크 부탁드립니다)",,,,,,,,
"S) VP+,+
   혈관화 감소. 그 주변으로 pigmentation","A) 뮤로 4는 유지.
치료 종료.
안약은 꾸준히 유지할것.",,,,,,,,,,,
"S) No pain
    menace +,+, dazzle +,+, PLR +,+","OU) focal waxy congealed meibomian gland --> squeezing!(cloudy lipid)
       upper eyelid swelling, palpebral conjunctiva- mild hyperemia","O)  
STT 18/20
IOP 16/16","A) MGD(meibomian gland dysfunction)
    blepharitis","P) 마이봄샘이 막혀 기름분비가 잘 안되고 있고 양안 상안검의 안검염 동반. 
    meibomianitis일 가능성도 있으니 pds 0.5로 약물반응 1주 더 보고 차도없으면 FNA후 면역억제용량 시작할 계획. ","Tx)
크라비트 qid
옵티뮨 bid (lipid분비 촉진)
온찜질 5분간 tid",,,,,,,
"OD) immature cataract (phaco time 2min)
- 전낭 절개한 순간 액상의 cortex가 분출되어 나옴. 
- CCC는 11시방향으로 치우쳐서 타원형으로 절제됨.
- IOL haptic이 전낭 밖으로 나오지 않게 하기위해 비스듬히 삽입. 
- 캡슐 폴리싱 시 3시 방향에서 미세출혈 있었으나 금방 지혈됨. ","
-술 후 3시간 후 안압 40까지 상승하여 코솝 점안하니 안압하강. 
- flare +++
- menace +",,,,,,,,,,,
안과진료),"IOP 12/10
OU) No flare",A) 포도막염 개선. ,"프라노 0,2
리프레쉬 2-3회
",,,,,,,,,
"S) menace +,+, dazzle +,+, PLR +,+
OS) periocular swelling(mild), mild chemosis, moderate hyperemia
      각막 중앙에 6개월 전 각막궤양 scar가 남아있고 희미하게 염색됨. 
     (scar인지 싸움후 생긴 궤양이 개선되고 있는 상황인지 분간 어려움. but active vascularization 없음)","O)
STT 16/20
IOP 7/12",A) OS) 결막염이 심한편이라 내복약으로 pds 적용하고 이틀후 재진하기로 함. ,"크라 4
라큐아 4",,,,,,,,,
"S) menace +,+, dazzle +,+, PLR +,+
OU) moderate hyperemia, medial canthal trichiasis, 
      각막 외측면으로 corneal edema, vascularization (OS>OD)
      mucopurulent discharge","O)
STT 19/17
IOP 9/10
TFBUT  3s/4s","A) OU) qualitative KCS
            endothelial dystrophy",CE) 일반적인 KCS와 달라서 진단에 어려움이 있었을거라 생각됩니다. 눈물의 지질과 점액이 부족하여 각막의 눈물이 빨리 증발되어 나타나는 건조증입니다. 옵티뮨으로  life-long therapy가 추천됩니다.,P) 1주 후 재진,"1. 뮤로 6,6
2. 맥시 3,3
3. 디쿠아스 6,6
4. 옵티뮨 2,2","
",,,,,,
"S) menace -,+, dazzle -,+, PLR -,+
OD) hypermature cataract, mild hyperemia, No flare
OS) NRF","O)
STT 15/13
IOP 12/17",A) 우안은 과성숙백내장이므로 LIU(lens-induced uveitis)예방차원으로 프라노프린 bid 지속점안 추천드림. ,"프라노 2,0",,,,,,,,,
"S) OU) No discharge
           superficial vessels, generalized pigmentation(각막 너비의 1/2정도)
          No flare","O)
STT 19/16
IOP 20/20",A) OU) chronic keratitis에 의한 pigmentation,"Tx)
플러비 2-3회
옵티뮨 2회",CE) 개에서는 옵티뮨 점안으로 색소침착이 많이 옅어지기도 함. 그러나 고양이는 이렇게 색소침착이 전반적으로 되는 경우는 매우 드문 경우이므로 옵티뮨 점안 시도해 보기로 함. ,P) 3주 후 재진,,,,,,,
"A) 있는 약까지만 넣고 치료종료.
    
CE) 추후 눈곱량이 더 많아지면 옵티뮨 처방할 수도 있음. 
     6개월 후 백내장 정기검진",,,,,,,,,,,,
"* 9월 26일 야간
- 식욕 1회 양호
- 배뇨 2회
- 정상변 1회
- IOP   16/14  17/14   19/13","OD) flare ++, ectropion uvea, fibrin 2가닥 실처럼 확인. 봉합부 양호. 
IOP 17/13",A) 어제부터 안압이 20 내외라 코솝 bid 추가 ,P) 4일 후 재진," 
*** 퇴원 후 1시쯤 차타고 집에 가자마자 구토. 7시까지 3-4회 지속 구토.
-> 본원에서는 한번도 구토 없었음. 멀미일 수 있으니 티어하임AH에서 항구토 처치 받으시라 함. ",,,,,,,,
"S) menace +,+, dazzle +,+, PLR +,+
OU) mucous discharge, mild hyperemia
       그 외 NRF","O)
STT 14/13
IOP 16/17
TFBUT  6s/8s",A) OD) TFBUT가 7초 이내이므로 qualitative KCS로 진단. ,"1. 맥시 3
2. 디쿠아스 4-6
3. 옵티뮨 2","P) 2주 후 재진
",,,,,,,,
"S) manace +,+, dazzle +,+, PLR +,+, VP +,+
    OD) immature cataract(6개월 전과 비슷할 정도로 미약하게 진행)
           각막 dorsal region에 있는 색소침착 거의 안보일 정도로 사라짐.
    OS) incipient ~ immature cataract(이쪽도 매우 경미하게 진행됨)
          4시방향 유리체 탈출
          각막부종은 좀더 심해짐. 
          유리체 변성 심함(asteroid hyalosis)","O)
IOP 6/8 -> 7/9
fundus: 우안 정상
             좌안 : 유리체와 각막부종으로 인해 혼탁하게 보이나 정상처럼 보임. ","A) OU) immature cataract 경미한 진행. 양안 시력 양호
    OS) 각막의 endothelial dystrophy 좀 더 진행 -> 뮤로 재처방",CE) 혹시 백내장 수술을 하시려면 우안은 현재가 적기일 듯합니다. 색소침착되었던 각막이 시야가 확보될 정도로 개선되었고 아직 각막내피변성이 약하기 때문에 수술 가능합니다. 좌안은 각막부종이 심해 수술은 어렵습니다. ,,,,,,,,,
"S) OU) flare +, cells +
    OD) fibrin 두가닥 확인. 여전히 ulcer 확인됨. ulcer로 인해 봉합사 약해짐.  
           눈 주변 피부 젖어있음. -> leakage확인.
O)
IOP 3/13","Tx) 호흡마취 후 주절개부 2땀, stab1땀 재봉합. 
     tPA 0.05ml injection -> 술후 fibrin 사라짐. ","1. 비가 6,6
2. 플러비 내일까지 0,6, 29일 4,6, 30일부터 6,6
3. 미드 4,4
4. 프레드 0,6
5. 리프레쉬 6,6",P) 4일 후 재진,,,,,,,,,
"S) VP +,+
OD) 거미줄같은 fibrin매우 많음. flare +++
OS) flare +/-, 매우 깨끗함. ","
IOP 3/15
FDT : + 궤양이 취약한 부위로 leakage 다시 발생되고 있음. ㅠㅠ",재봉합 실시. (포폴 2.5ml),술후 3시간째 안압  15/16,"P) 
1. 비가 6,6
2. 플러비 6,4
3. 미드 4,4
4. 프레드 0,6
5. 리프레쉬 6,6","이틀 후 재진
 
",,,,,,,
s) OD) flare +/-,IOP 24/15 -> 잘라탄 점안 -> 2시간 후 7,P) 내일 오전에 다시 재진,,,,,,,,,,
OS) 혈관은 줄었으나 그 혈관 위로 fibrosis와 pigmentation진행되어 눈동자 색은 개선되어 보임. ,"A) 옵티뮨과 인공눈물 점안할 것
옵티뮨 다쓰면 내원",,,,,,,,,,,
S) OS) hyperemia. IOP 45,A) 지난주와 비슷하게 안압 유지중. 집에서는 더 낮을거라 판단됨. ,"1. 맥시 0,2
2. 잘라탄 0,2(2시)
3. 코솝 0,2 (8시)",,,,,,,,,,
"
OU) No flare
OS) 각막 아랫쪽 각막 부종, anisocoria",IOP 25/5 (안약 원래 11시에 한번씩 점안인데 안넣은 상태),"A) OD) glaucoma
            코솝 지속 점안 예정. ","
1. 코솝 2,0
2. 브로낙 0,2",P) 한달 후 재진,,,,,,,,
"S) OD)  flare +, 6시 방향 전낭에 유착 흔적 보임. 
    11시 코솝 넣기 전 13/14
             코솝 넣고 30분 후 11로 하강. 
             산동제 점안 30분후 13~15로 상승. ","A) 어제 잘라탄 점안 후 flare 다소 증가해보임. 
     11시 코솝 점안 후 낮 12시에 미드리아실 sid로 점안할것. ","혹시 서울에서 응급상황 생기면 본원에 연락먼저 하기.
처치는 대치동 서울동물병원 추천. ",P) 7일 재진,,,,,,,,,
