id,species,category,disease_number,keywords,user_question,qa_list,created_at,version,service
173,cat,안과&신경과,37,실명,고양이가 실명했어요. 고양이가 앞이 안 보이는 것 같아요. 고양이가 자꾸 부딪혀요,"{언제부터 관찰되었나요?,1. 최근 2일이내 (10점)
2. 2~7일 이내 (9점)
3. 1주 이상 (8점),고혈압 진단을 받았거나 구토, 침울 증상이 존재하나요?,1. 네 (10점)
2. 아니요 (5점)
3. 잘모르겠음(7점),눈질환 관리를 하고 있었거나 심한 눈충혈, 백내장, 안내출혈이 존재하나요 ?,1. 네 (10점)
2. 아니요 (5점)
3. 잘모르겠음(7점),선회 (제자리를 빙글빙글 도는 증상), 국소적인 근경련, 발작, 동공부동 (양쪽 동공 크기가 다름) 등 신경증상을 보이나요?,1. 네 (15점)
2. 아니요 (3점),missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~5점)}",2023-01-04 14:44:38.340771,1,chat
174,cat,안과&신경과,38,실신,"고양이가 기절을 했어요, 고양이가 발작을 했어요, 고양이가 갑자기 쓰러졌어요. 실신을 했어요. ","{언제부터 관찰되었나요?,1. 최근 2일이내 (3점)
2. 2~7일 이내 (4점)
3. 1주 이상 (5점),가만히 있거나 자고 있을 때 1분당 호흡 수가 40회 이상인가요? 또는 현재 호흡을 힘들어하나요? ,1. 네 (22점)
2. 아니요 (0점),증상이 얼마나 자주 나타나나요? ,1. 하루 1회 이상 (22점)
2. 일주일에 1회 이상 (12점)
3. 1달에 1회 이상 (7점)
4. 수개월에 1회 (2점),활력은 어떤가요? 이전과 비슷한가요? 활력이 많이 감소했나요? ,1. 증상이 있기 전과 비슷하게 잘 놀아요. (0점)
2. 증상이 있기 전보다 움직임이 확연히 줄어들었어요. (12점) 
3. 꼭 필요할 때 (먹을 때, 화장실 갈 때)를 제외하고는 움직이지 않아요. (22점),missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~5점)}",2023-01-04 14:44:38.340771,1,chat
175,cat,안과&신경과,39,난청,고양이가 소리를 잘 못 들어요. 귀를 먹었어요. 안 들리는 것 같아요. 청력에 문제가 있어요. 귀머거리 같아요. 청력이 사라진 것 같아요. ,"{언제부터 소리를 못듣는다고 느꼈나요?,1. 성묘되고 느낌 (5점)
2. 어릴때부터 느낌 (1점)
3. 최근 2주 이내 (7점),흰털의 파란눈 고양이 인가요?,1. 네 (1점)
2. 아니요 (5점),만성적인 귀질환을 앓거나 외이도 폐색을 유발할 원인이 있나요?,1. 네 (1점)
2. 아니요 (5점),구토, 침울, 황달, 선회증상(제자리를 빙글빙글 도는 증상), 국소적인 근경련, 발작 등 신경증상을 보이나요?,1. 네 (10점)
2. 아니요 (3점),missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~5점)}",2023-01-04 14:44:38.340771,1,chat
177,cat,내과,41,흥분,고양이가 너무 흥분 상태에요. 고양이가 밤에 잠을 잘 안자요 고양이가 계속 돌아다녀요. ,"{언제부터 관찰되었나요?,1. 3일미만 (1점)
2. 7일미만 (3점)
3. 한달이상 (5점),식욕 또는 활력은 이전과 동일한가요? ,1. 네 이전과 동일해요 (0점)
2. 아니요, 이전보다 약간 감소했어요 (5점) 
3. 아니요, 이전에 비해 많이 감소했어요 (10점) 
,나이 들면서 털이 푸석해지거나 음수량과 소변량 증가, 체중의 감소가 관찰되나요?,1. 네 (5점)
2. 아니요 (3점) ,최근 복용한 약이 있거나, 선회증상 (제자리를 빙글빙글 도는 증상), 발작, 국소적 경련, 안구진탕 등 신경증상을 보이나요?,1. 네 (10점)
2. 아니요 (0점) ,호흡을 어려워하거나 고양이가 먹으면 안되는 물질을 먹었을 가능성이 있나요? ,1. 네 (25점) 
2. 아니요 (0점) ,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~5점)}",2023-01-04 14:44:38.340771,1,chat
178,cat,피부과,42,귀 가려움,고양이가 귀를 계속 긁어요. 고양이가 귀를 자꾸 털어요. 귀를 가려워해요. 귀를 간지러워해요.,"{언제부터 관찰되었나요?,1. 3일미만 (1점)
2. 7일미만 (3점)
3. 한달이상 (5점),얼마나 심하게 가려워 하나요?,1. 피가날정도로 많이 가려워해요 (5점)
2. 조금씩 꾸준히 가려워해요 (3점)
3. 어쩌다 한번씩 긁어요 (1점),주기적인 외부기생충 예방을 진행하나요?,1. 네 (1점)
2. 아니요 (5점),귀에 검은 귀지가 다량이거나 악취가 나나요?,1. 네 (1점)
2. 아니요 (3점),귀에 물이 찬 듯한 덩어리가 느껴지거나 고개가 돌아갔나요?,1. 네 (5점)
2. 아니요 (1점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~5점)}",2023-01-04 14:44:38.340771,1,chat
179,cat,내과,43,복명음,고양이 배에서 꼬르륵 소리가 많이 나요. 고양이 배에서 복명음이 많이 나요. 배에서 소리가 나요.,"{언제부터 관찰되었나요?,1. 3일미만 (1점)
2. 7일미만 (3점)
3. 한달이상 (5점),식욕이 줄어들었거나 평소보다 무기력 한가요?,1. 네(5점)
2. 아니요 (3점)
3. 잘모르겠음 (4점),구토나 설사 증상이 있나요? ,1. 네(5점)
2. 아니요 (3점)
3. 잘모르겠음 (4점),황달이나 지속적 체중감소, 잦은 소화기 증상 재발을 보이나요?,1. 네 (7점)
2. 아니요 (1점),missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~5점)}",2023-01-04 14:44:38.340771,1,chat
180,cat,외과,44,몸에서 냄새,고양이 몸에서 악취가 나요. 고양이 몸에서 이상한 냄새가 나요. 고양이 몸에서 나쁜 냄새가 나요. 고양이한테 안 좋은 냄새가 나요. ,"{언제부터 관찰되었나요?,1. 최근 2주이내 (5점)
2. 수주간 지속, 1년 이내 (3점)
3. 특정 나이부터 (1점)
4. 특정 계절마다 (3점)
5. 특정 이벤트 후 (1점),냄새가 어느 부위에서 나나요?,1. 귀/피부 (3점)
2. 구강 (2점)
3. 모르겠음 (5점),육안상 눈에 띄는 상처나 고름부위가 존재하나요?,1. 네 (5점)
2. 아니요 (3점),기운이 없거나 식욕이 저하되어 있나요?,1. 네 (5점)
2. 아니요 (1점),침을 많이 흘리거나 구강에 치석이 다량 존재하나요?,1. 네 (3점)
2. 아니요 (5점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~5점)}",2023-01-04 14:44:38.340771,1,chat
181,cat,안과&신경과,45,안구진탕 (눈동자가 흔들림),고양이 눈동자가 좌우로 움직여요. 고양이 눈동자가 위아래로 저절로 움직여요. 안구진탕이 있어요.,"{언제부터 관찰되었나요?,1. 어릴때부터 계속 (10점)
2. 최근 발견 (15점)
3. 특정 시점부터 계속 (20점),침울, 저체온 증상을 보이나요?,1. 네 (5점)
2. 아니요 (3점),지속적인 구토증상이나 이물섭취가 의심되나요?,1. 네 (10점)
2. 아니요 (5점)
3. 잘모르겠음(7점),선회증상 (제자리를 빙글빙글 도는 증상), 발작, 동공대소부동 (양쪽 동공크기가 다른 증상)을 보이나요?,1. 네 (15점)
2. 아니요 (3점),missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~6점)}",2023-01-04 14:44:38.340771,1,chat
182,cat,내과,46,식욕 증가,고양이가 식탐이 많아요. 고양이가 너무 많이 먹어요. 식욕이 증가 했어요. 식욕이 넘쳐요. 식욕이 너무 많아요.,"{언제부터 관찰되었나요?,1. 원래부터 있던 증상 (0점)
2. 새로 나타난 증상 (5점),체중이 감소하고 있나요? ,1. 네 (10점)
2. 아니요 (0점),현재 스테로이드 또는 항경련제를 복용 중 인가요?,1. 네 (0점)
2. 아니요 (5점) ,최근 공격적으로 변했거나 흥분되어 보이거나 물을 많이 마시는 증상이 있나요? ,1. 네 (5점)
2.아니요 (0점),missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~7점)}",2023-01-04 14:44:38.340771,1,chat
183,cat,내과,47,운동불내성(운동을 안하려고 함),고양이가 쉽게 지쳐요. 고양이가 오래 못 놀아요. ,"{언제부터 관찰되었나요?,1. 1주일 이내 (15점)
2. 1달 이내 (10점)
3. 1달 이상 경과함 (3점),가만히 있거나 자고 있을 때 1분당 호흡 수가 40회 이상인가요? 또는 현재 호흡을 힘들어하나요? ,1. 네 (25점)
2. 아니요 (0점),다리를 절거나 허리를 만졌을 때 아파하는 등의 증상이 있나요? ,1. 네 (5점)
2. 아니요 (0점),식욕이 어떤가요? 이전과 비슷한가요? 맛있는 것만 먹나요? 아무것도 먹지 않나요? ,1. 증상이 나타나기 전과 비슷해요 (0점)
2. 맛있는 것만 먹어요 (5점)
3. 아무 것도 안먹어요 (15점) ,missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~8점)}",2023-01-04 14:44:38.340771,1,chat
185,cat,내과,49,운동실조 (부자연스러운 움직임),고양이 다리에 힘이 없어요. 고양이가 자꾸 넘어져요. 고양이가 이상하게 걸어요. 고양이가 점프를 못해요.,"{언제부터 관찰되었나요?,1. 24시간 이내 (3점)
2. 3일 이내 (5점)
3. 1주일 이내 (7점)
4. 1주일 이상 (10점),먹으면 안되는 백합 등의 식물, 사람약, 술, 카페인, 초콜릿, 마카다미아 등을 먹었을 가능성이 있나요? ,1. 네 (25점)
2. 아니요 (0점),경련, 목 또는 허리를 아파함, 고개가 돌아감, 제자리를 빙글빙글 돔 등의 증상을 보이나요? ,1. 네 (10점)
2. 아니요 (3점),식욕 또는 활력은 이전과 동일한가요? ,1. 네 (0점)
2. 아니요 (5점),증상이 점점 심해지고 있나요? 아니면 그대로 유지되고 있나요? ,1. 심해지고 있음 (5점)
2. 그대로 유지되고 있음 (3점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~10점)}",2023-01-04 14:44:38.340771,1,chat
186,cat,내과 ,50,이식증 (이상한 것 먹음),이상한걸 먹어요. 모래를 먹어요. 바닥을 핥아요. 이식증이 있어요. 아무거나 막 먹어요. 물건을 먹어요. ,"{언제부터 관찰되었나요?,1. 1주일 이내 (10점)
2. 1달 이내 (5점)
3. 1달 이상 (1점),잇몸, 혀, 귀 안쪽, 발바닥 패드, 코 색깔이 이전보다 창백한가요? ,1. 네 (15점)
2. 아니요 (0점),최근에 사료를 변경한적이 있나요? ,1. 네 (0점)
2. 아니요 (5점),체중이 감소하고 있나요?,1. 네 (5점)
2. 아니요 (0점),활력은 어떤가요? 이전과 비슷한가요? 활력이 많이 감소했나요? ,1. 증상이 있기 전과 비슷하게 잘 놀아요. (0점)
2. 증상이 있기 전보다 움직임이 확연히 줄어들었어요. (15점) 
3. 꼭 필요할 때 (먹을 때, 화장실 갈 때)를 제외하고는 움직이지 않아요. (25점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~11점)}",2023-01-04 14:44:38.340771,1,chat
187,cat,내과 ,51,입 냄새,입냄새가 나요. 입에서 냄새가 나요. 구취가 심해요. 입냄새가 심해요. 구취가 있어요. ,"{언제부터 관찰되었나요?,1. 최근 1달 이내 (5점)
2. 최근 1년 이내 (6점)
3. 1년 이상(7점),구토, 소변량변화, 침울 등 특이증상을 보이나요?,1. 네 (10점)
2. 아니요 (2점),구강내 출혈이나 종괴가 관찰되나요?,1. 네 (8점)
2. 아니요 (2점),치석이 심하거나 부러진 치아, 치아뿌리가 관찰되나요?,1. 네 (4점)
2. 아니요 (2점),호흡이 가쁘거나 기침을 동반하나요?,1. 네 (5점)
2. 아니요 (1점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~12점)}",2023-01-04 14:44:38.340771,1,chat
188,cat,내과,52,재채기,재채기를 해요. 켁켁거려요. ,"{언제부터 관찰되었나요?,1. 최근 7일이내 (5점)
2. 수주간 지속중 (3점)
3. 특정 계절마다 (1점)
4. 간헐적 (2점),기운이 없고 축 늘어져 잠만 자나요?,1. 네 (5점)
2. 아니요 (1점),누런 콧물이 나나요?,1. 네 (5점)
2. 아니요 (1점),관리중인 질병이나 진단된 호흡기 질환이 있나요?,1. 네 (3점)
2. 아니요 (5점),호흡이 힘들어 보이나요?,1. 네 (10점)
2. 아니요 (1점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~13점)}",2023-01-04 14:44:38.340771,1,chat
190,cat,내과,54,점액변,고양이 변이 점액질이에요. 고양이 변이 젤리같아요. 고양이가 젤리변을 봐요. 고양이 변이 투명하고 끈적해요. ,"{언제부터 관찰되었나요?,1. 최근 3일이내 (1점)
2. 3~7일 이내 (2점)
3. 1주 이상 (3점),구토, 기력저하, 저체온 등 다른 전신증상을 동반하나요?,1. 네 (7점)
2. 아니요 (1점),변에 피가 섞여 있나요?,1. 네 (3점)
2. 아니요 (1점),접종을 마쳤고 보강접종도 진행중인가요?,1. 네 (1점)
2. 아니요 (5점),잇몸이 노랗거나 비틀거리나요?,1. 네 (7점)
2. 아니요 (1점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~15점)}",2023-01-04 14:44:38.340771,1,chat
191,cat,피부과,55,지루성 피부염,고양이 털이 기름져요. 고양이 피부가 기름져요. ,"{언제부터 관찰되었나요?,1. 최근 2주이내 (5점)
2. 수주간 지속, 1년 이내 (3점)
3. 특정 나이부터 (1점)
4. 특정 계절마다 (3점)
5. 특정 이벤트 후 (1점),몸이 기름지고 냄새가 많이 나나요?,1. 네 (5점)
2. 아니요 (1점),피부를 많이 가려워 하나요?,1. 피가날정도로 많이 가려워해요 (5점)
2. 조금씩 꾸준히 가려워해요 (4점)
3. 어쩌다 한번씩 긁어요 (3점),피부병이 계속 재발되거나 피부병을 지속적으로 관리하고 있나요?,1. 지속적 관리중 (5점)
2. 경미하게 재발 (3점)
3. 아니요 (1점),피부 처방식을 급여 중인가요?,1. 네 (3점)
2. 아니요 (1점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~16점)}",2023-01-04 14:44:38.340771,1,chat
194,cat,내과,58,청색증,혀가 파래요. 흥분하면 혀가 파래져요. 청색증이 있어요. ,"{언제부터 관찰되었나요?,1. 1일 이내 (15점)
2. 1주일 이내 (10점)
3. 1주일 이상 (5점),가만히 있거나 자고 있을 때 1분당 호흡 수가 40회 이상인가요? 또는 현재 호흡을 힘들어하나요? ,1. 네 (25점)
2. 아니요 (0점),기침을 하거나 이전보다 놀이 이후에 쉽게 지쳐하거나 입을 벌리고 호흡(개구호흡)을 하는 등 다른 증상도 보이고 있나요? ,1. 네 (15점)
2. 아니요 (0점),missing,missing,missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~19점)}",2023-01-04 14:44:38.340771,1,chat
195,cat,내과 ,59,체중 감소,살이 점점 빠져요. 체중이 감소해요. 점점 말라가요. 야위어가요. 점점 체중이 감소해요. ,"{언제부터 관찰되었나요?,1. 1주일 이내 (1점)
2. 1달 이내 (3점)
3. 3달 이내 (5점)
4. 3달 이상 경과함 (7점),식욕이 어떤가요? 이전과 비슷한가요? 맛있는 것만 먹나요? 아무것도 먹지 않나요? ,1. 증상이 나타나기 전과 비슷해요 (0점)
2. 맛있는 것만 먹어요 (15점)
3. 아무 것도 안먹어요 (25점) ,변 상태는 정상인가요? 설사를 하거나 무른변을 보나요? ,1. 정상이에요 (0점)
2. 설사를 해요 (5점),사료양을 줄였거나 운동양이 늘었거나 칼로리가 낮은 사료로 변경한 적이 있나요?,1. 네 (0점)
2. 아니요 (1점),원래 체중의 10% 이상 감소했나요? ,1. 네 (15점)
2. 아니요 (0점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~20점)}",2023-01-04 14:44:38.340771,1,chat
196,cat,내과,60,우울,우울해보여요. 반응이 둔해요. 멍해보여요. 아무것도 하지 않으려고 해요. 우울증이 있는 것 같아요. ,"{언제부터 관찰되었나요? ,1. 24시간 이내 (5점)
2. 3일 이내 (7점)
3. 1주일 이내 (10점)
4. 1주일 이상 (15점),장난감으로 놀기, 캣타워 올라가기, 가족이 집에 들어오면 마중 나가서 반기기 등 평상시 좋아했던 행동들을 하지 않으려고 하나요? ,1. 네 (10점)
2. 아니요 (0점),식욕이 어떤가요? 이전과 비슷한가요? 맛있는 것만 먹나요? 아무것도 먹지 않나요? ,1. 증상이 나타나기 전과 비슷해요 (0점)
2. 맛있는 것만 먹어요 (15점)
3. 아무 것도 안먹어요 (20점) ,최근에 이사를 갔거나, 가족 구성원에 변화가 생겼거나 등의 스트레스를 받았을 만한 요인이 있나요? ,1. 네 (0점)
2. 아니요 (3점),missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~21점)}",2023-01-04 14:44:38.340771,1,chat
198,cat,내과,62,콧물,콧물이 나요. 코가 막힌거 같아요.,"{언제부터 관찰되었나요? ,1. 3일이내 (3점)
2. 1주일 이내 (5점)
3. 1주일 이상 (5점)
4. 1달 이상 (7점),어떤 콧물이 나고 있나요? ,1. 맑은 콧물 (3점)
2. 누런 콧물 (7점)
3. 피가 섞인 콧물 (10점),평상시 숨 쉬는 것을 힘들어하거나 숨 쉴 때 이상한 소리가 나나요? ,1. 네 (10점)
2. 아니요 (0점),활력은 어떤가요? 이전과 비슷한가요? 활력이 많이 감소했나요? ,1. 증상이 있기 전과 비슷하게 잘 놀아요. (0점)
2. 증상이 있기 전보다 움직임이 확연히 줄어들었어요. (10점) 
3. 꼭 필요할 때 (먹을 때, 화장실 갈 때)를 제외하고는 움직이지 않아요. (15점),missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~23점)}",2023-01-04 14:44:38.340771,1,chat
199,cat,내과,63,탈수,고양이 잇몸이 말라있어요 / 고양이가 탈수가 있어요,"{언제부터 관찰되었나요?,1. 최근 3일이내 (3점)
 2. 3~7일 이내 (5점)
 3. 1주 이상 (8점),구토, 설사, 빈호흡 증상을 동반하나요?,1. 네 (5점)
 2. 아니요 (3점),소변을 평소보다 많이 보나요?,1. 네 (5점)
 2. 아니요 (3점),잇몸이 창백하거나 기운이 없나요?,1. 네 (8점)
 2. 아니요 (3점),최근 물을 못마실 환경에 노출되거나 더운곳에 노출되었나요?,1. 네 (5점)
 2. 아니요 (3점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~25점)}",2023-01-04 14:44:38.340771,1,chat
200,cat,피부과,64,코끼리 피부,고양이 피부가 코끼리 피부 같아요. 피부가 태선화 되었어요. ,"{언제부터 관찰되었나요?,1. 최근 2주이내 (5점)
 2. 수주간 지속, 1년 이내 (3점)
 3. 특정 계절마다 (3점)
 4. 특정 이벤트 후 (1점),피부병이 계속 재발되거나 피부병을 지속적으로 관리하고 있나요?,1. 지속적 관리중 (5점)
2. 경미하게 재발 (3점)
3. 아니요 (1점),몸이 기름지고 냄새가 많이 나나요?,1. 네 (5점)
2. 아니요 (1점),피부를 가려워 하나요?,1. 네 (3점)
2. 아니요 (1점),피부 처방식을 급여 중인가요?,1. 네 (3점)
2. 아니요 (1점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~26점)}",2023-01-04 14:44:38.340771,1,chat
202,cat,피부과,66,원형 탈모,고양이 몸에 각질이 둥글게 있어요. 동그랗게 각질이 있어요. 동그랗게 비듬이 생겼어요. ,"{언제부터 관찰되었나요?,1. 최근 2주이내 (5점)
2. 수주간 지속, 1년 이내 (3점)
3. 특정 나이부터 (1점)
4. 특정 계절마다 (3점)
5. 특정 이벤트 후 (1점),피부를 가려워 하나요?,1. 아니요 (1점)
2. 원래 가려운 정도 (3점)
3. 가려움이 심해짐 (5점),주기적인 외부기생충 예방을 진행하나요?,1. 네 (1점)
2. 아니요 (5점),피부에 만져지는 종괴가 있나요?,1. 네 좁쌀같이 작은 (1점)
2. 네 손톱이상으로 큰 (3점)
3. 아니오 (1점),피부가 얇거나 전반적인 탈모가 존재하나요?,1. 네 (3점)
2. 아니요 (1점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~29점)}",2023-01-04 14:44:38.340771,1,chat
203,cat,내과,67,행동변화,행동이 이상해요. 안하던 짓을 해요.공격적이에요. ,"{언제부터 관찰되었나요?,1. 3일이내 (3점)
2. 1주일 이내 (5점)
3. 1주일 이상 (10점),최근 새로 복용하기 시작했거나 용량을 변경한 약물이 있나요? ,1. 네 (3점)
2. 아니요 (5점),특정 부위를 만질때만 공격적인 행동을 보이나요? ,1. 네 (3점)
2. 아니요 (5점),중성화 수술을 한 상태인가요? ,1. 네 (0점)
2. 아니요 (3점),먹으면 안되는 물질 (카페인, 사람약, 과량의 심장사상충 구충제, 담배 등)을 먹었을 가능성이 있나요?  ,1. 네 (15점)
2. 아니요 (0점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~30점)}",2023-01-04 14:44:38.340771,1,chat
205,cat,내과,69,혈변,고양이가 피똥을 쌌어요. 고양이 변이 빨개요. 고양이 변에 피가 섞여있어요. 혈변을 봐요. 똥에 피가 묻어있어요. ,"{언제부터 관찰되었나요?,1. 1주일 이내 경과 (2점)
2. 1주일 이상 ~ 1달 이내 (3점)
3. 1달 이상 경과함 (5점),변에 전체적으로 피가 섞여 있나요? 아니면 정상변 겉에 피가 묻어있나요? ,1. 전체적으로 피가 섞여있어요 (15점)
2. 겉에 피가 묻어있어요 (3점) ,잇몸, 혀, 귀 안쪽 색깔이 이전보다 창백한가요? ,1. 네 (15점)
2. 아니요 (0점),활력은 어떤가요? 이전과 비슷한가요? 활력이 많이 감소했나요? ,1. 증상이 있기 전과 비슷하게 잘 놀아요. (0점)
2. 증상이 있기 전보다 움직임이 확연히 줄어들었어요. (10점) 
3. 꼭 필요할 때 (먹을 때, 화장실 갈 때)를 제외하고는 움직이지 않아요. (15점),식욕이 어떤가요? 이전과 비슷한가요? 맛있는 것만 먹나요? 아무것도 먹지 않나요? ,1. 증상이 나타나기 전과 비슷해요 (0점)
2. 맛있는 것만 먹어요 (5점)
3. 아무 것도 안먹어요 (10점) ,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~32점)}",2023-01-04 14:44:38.340771,1,chat
206,cat,내과,70,혈뇨,고양이가 혈뇨를 봐요. 고양이 소변이 빨개요. 소변에 피가 섞였어요. 혈뇨를 봐요. 소변에 혈액이 섞였어요. ,"{언제부터 관찰되었나요?,1. 3일 이내 (10점)
2. 1주일 이내 (15점) 
3. 1주일 이상 (25점),화장실을 들락날락거리거나 소변을 볼 때 아파하거나 소변을 조금씩 자주보는 증상이 있나요?,1. 네 (15점)
2. 아니요 (0점),잇몸, 혀, 귀 안쪽 색깔이 이전보다 창백한가요? ,1. 네 (25점)
2. 아니요 (0점),활력은 어떤가요? 이전과 비슷한가요? 활력이 많이 감소했나요? ,1. 증상이 있기 전과 비슷하게 잘 놀아요. (0점)
2. 증상이 있기 전보다 움직임이 확연히 줄어들었어요. (10점) 
3. 꼭 필요할 때 (먹을 때, 화장실 갈 때)를 제외하고는 움직이지 않아요. (25점),혈뇨가 몇번 관찰되었나요? ,1. 소변을 볼 때마다 지속적으로 (10점)
2. 3-4회 소변보면 1번 정도 (5점)
3. 간헐적으로 (3점),응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~33점)}",2023-01-04 14:44:38.340771,1,chat
207,cat,내과,71,호흡곤란,숨을 힘들게 쉬어요. 숨을 빠르게 쉬어요. 입 벌리고 숨을 쉬어요. 개구호흡을 해요. 호흡곤란 증상이 있어요. ,"{언제부터 관찰되었나요? ,1. 몇 시간 정도 전부터 (15점)
2. 하루 이상 전부터 증상 계속됨 (25점)
3. 1주일 정도 전부터 관찰됨 (15점)
4. 1달 이상 경과함 (15점)
,호흡을 어느 정도로 힘들어 하나요? 엎드리거나 편히 쉬지 못하고 계속 호흡을 힘들어 하나요? ,1. 네 (25점)
2. 아니요 (0점),혀 색깔이 파란색인가요? ,1. 네 (25점)
2. 아니요 (0점),기존에 심장병을 앓고 있나요? ,1. 네 (25점)
2. 잘 모르겠어요 (10점)
3. 아니요 (0점),놀거나 먹는데 지장을 받을 만큼 호흡을 힘들어하나요? 아니면 가볍게 헥헥거림이 이전보다 조금 늘어난 정도인가요? ,1. 활력, 식욕에 영향을 주고 있어요. (10점)
2. 평상시 활동에 지장을 주는 정도는 아니에요 (0점)
,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~34점)}",2023-01-04 14:44:38.340771,1,chat
208,cat,내과,72,의식 없음,고양이가 안 움직여요. 고양이가 쓰러졌어요. 고양이가 반응이 없어요. 고양이가 의식이 없어요. ,"{언제부터 관찰되었나요?,1. 1시간 이내 (25점)
2. 1시간 이상 경과 (25점)
3. 잘 모르겠음 (25점),숨을 쉬고 있나요? (가슴쪽 갈비뼈에 움직임이 있나요?),1. 네 (25점)
2. 아니요 (15점),꿀 등을 입에 발라주었을 때 핥으려는 반응이 있나요? ,1. 네 (25점)
2. 아니요 (25점)
3. 확인할 수 없는 상황 (25점) ,missing,missing,missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~35점)}",2023-01-04 14:44:38.340771,1,chat
209,cat,내과,73,황달,고양이 잇몸이 노래요. 고양이 배가 노래요. 고양이 귀가 노래요. 고양이 소변이 진해졌어요. 고양이 소변이 오렌지색이에요. ,"{언제부터 관찰되었나요?,1. 하루 이내 (25점)
2. 1주일 이내 (25점)
3. 1주일 이상 (25점),최근에 양파 또는 대파를 먹은적이 있나요? ,1. 네 (25점)
2. 아니요 (0점),활력은 어떤가요? 이전과 비슷한가요? 활력이 많이 감소했나요? ,1. 증상이 있기 전과 비슷하게 잘 놀아요. (0점)
2. 증상이 있기 전보다 움직임이 확연히 줄어들었어요. (15점) 
3. 꼭 필요할 때 (먹을 때, 화장실 갈 때)를 제외하고는 움직이지 않아요. (25점),식욕이 어떤가요? 이전과 비슷한가요? 맛있는 것만 먹나요? 아무것도 먹지 않나요? ,1. 증상이 나타나기 전과 비슷해요 (0점)
2. 맛있는 것만 먹어요 (15점)
3. 아무 것도 안먹어요 (25점) ,missing,missing,응급(25점 이상)
위험(15~24점)
주의(6~14점)
관찰(0~36점)}",2023-01-04 14:44:38.340771,1,chat
13,dog,안과&신경과,11,경련,강아지가 경련해요. 강아지가 발작해요. 강아지가 쓰러져서 다리를 휘저어요. ,"{언제부터 증상이 관찰되었나요? ,1. 24시간 이내 (10점)
2. 1주일 이내 (10점)
3. 1달 이내 (5점)
4. 6개월 이내 (3점)
5. 6개월 이상 경과 (3점) ,증상이 얼마나 자주 관찰되나요?,1. 하루에 1회 이상 (15점) 
2. 1주일에 1회 이상 (10점)
3. 1달에 1회 이상 (5점)
4. 그 이상의 간격 (3점)
5. 지금 처음 목격함 (3점),경련을 안하고 있을 때는 평소와 다름이 없나요 아니면 무기력, 식욕감소, 보행이상 (다리에 힘이 없음), 근육의 떨림 등의 다른 증상들이 계속 나타나고 있나요?,1. 평소와 달리 다른 증상들이 나타나요 (15점)
2. 평상시와 똑같아요. (0점),먹으면 안되는 물질 (카페인, 사람약, 과량의 심장사상충 구충제, 담배, 초콜릿 등)을 먹었을 가능성이 있나요?  ,1. 네 (25점)
2. 아니요 (0점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
